npi,ccn,first_observed_date,last_observed_date,facility_type
1538541131,201915,2023-11-01,2024-04-01,fqhc
1538543160,231098,2023-11-01,2024-04-01,fqhc
1538543723,421030,2023-11-01,2024-04-01,fqhc
1538555891,511062,2023-11-01,2024-04-01,fqhc
1538557889,061954,2023-11-01,2024-04-01,fqhc
1538569827,361064,2023-11-01,2024-04-01,fqhc
1538580279,171854,2023-11-01,2024-04-01,fqhc
1538586706,361067,2023-11-01,2024-04-01,fqhc
1538588165,261093,2023-11-01,2024-04-01,fqhc
1538590781,751989,2023-11-01,2024-01-05,fqhc
1538601513,451004,2023-11-01,2024-04-01,fqhc
1538607031,681093,2023-11-01,2024-04-01,fqhc
1538610118,251047,2023-11-01,2023-11-01,fqhc
1538619333,391081,2023-11-01,2024-04-01,fqhc
1538623665,531830,2023-11-01,2024-04-01,fqhc
1538643036,181102,2023-11-01,2024-04-01,fqhc
1538643853,941044,2023-11-01,2024-04-01,fqhc
1538651914,251077,2023-11-01,2024-04-01,fqhc
1538674254,421061,2023-11-01,2024-04-01,fqhc
1538676739,681123,2023-11-01,2024-04-01,fqhc
1538681283,391096,2023-11-01,2024-04-01,fqhc
1538689385,571101,2023-11-01,2024-04-01,fqhc
1538704184,181173,2023-11-01,2024-04-01,fqhc
1538711452,511171,2023-11-01,2024-04-01,fqhc
1538718549,581805,2023-11-01,2024-04-01,fqhc
1538725668,491016,2024-04-01,2024-04-01,fqhc
1538726393,241887,2023-11-01,2024-04-01,fqhc
1538728399,151052,2023-11-01,2024-04-01,fqhc
1538733795,251130,2023-11-01,2024-04-01,fqhc
1538748538,371012,2024-01-05,2024-04-01,fqhc
1538766712,421082,2023-11-01,2024-04-01,fqhc
1538772892,061024,2023-11-01,2024-04-01,fqhc
1538781166,391174,2023-11-01,2024-04-01,fqhc
1538815253,A01088,2023-11-01,2024-04-01,fqhc
1538826151,251123,2023-11-01,2024-04-01,fqhc
1538828439,721961,2024-01-05,2024-04-01,fqhc
1538835053,571821,2023-11-01,2024-04-01,fqhc
1538838560,791173,2023-11-01,2024-04-01,fqhc
1538867551,B01099,2024-01-05,2024-04-01,fqhc
1538890793,341815,2023-11-01,2024-04-01,fqhc
1538894514,151146,2023-11-01,2024-04-01,fqhc
1538896634,B01061,2023-11-01,2024-04-01,fqhc
1538899422,721027,2023-11-01,2024-04-01,fqhc
1538943154,121013,2024-01-05,2024-04-01,fqhc
1538945001,471002,2024-01-05,2024-04-01,fqhc
1548208127,331162,2023-11-01,2024-04-01,fqhc
1548208127,571021,2023-11-01,2024-04-01,fqhc
1548208127,571031,2023-11-01,2024-04-01,fqhc
1548214935,361860,2023-11-01,2024-04-01,fqhc
1548231046,451930,2023-11-01,2024-04-01,fqhc
1548253701,321882,2023-11-01,2024-04-01,fqhc
1548256522,061854,2023-11-01,2024-04-01,fqhc
1548266547,211810,2023-11-01,2024-04-01,fqhc
1548267420,461815,2023-11-01,2024-04-01,fqhc
1548276801,331855,2023-11-01,2024-04-01,fqhc
1548291222,151864,2023-11-01,2024-04-01,fqhc
1548298532,551017,2023-11-01,2024-04-01,fqhc
1548298532,921961,2023-11-01,2024-04-01,fqhc
1548298532,921962,2023-11-01,2024-04-01,fqhc
1548298532,921963,2023-11-01,2024-04-01,fqhc
1548314834,141815,2023-11-01,2024-04-01,fqhc
1548318868,501880,2023-11-01,2024-04-01,fqhc
1548327463,251913,2023-11-01,2024-04-01,fqhc
1548340813,241828,2023-11-01,2024-04-01,fqhc
1548359565,251831,2023-11-01,2024-04-01,fqhc
1548373293,401803,2023-11-01,2024-04-01,fqhc
1548389125,341931,2023-11-01,2024-04-01,fqhc
1548401409,051180,2023-11-01,2024-04-01,fqhc
1548423478,211872,2023-11-01,2024-04-01,fqhc
1548425234,321833,2023-11-01,2024-04-01,fqhc
1548425853,551094,2023-11-01,2024-04-01,fqhc
1548425911,321838,2023-11-01,2024-04-01,fqhc
1548427586,441922,2023-11-01,2024-04-01,fqhc
1548472475,031814,2023-11-01,2024-04-01,fqhc
1548509995,151893,2023-11-01,2024-04-01,fqhc
1548511397,181902,2023-11-01,2024-04-01,fqhc
1548515091,311866,2023-11-01,2024-04-01,fqhc
1548517303,671970,2023-11-01,2024-04-01,fqhc
1548517337,361145,2023-11-01,2024-04-01,fqhc
1548520059,501939,2023-11-01,2024-04-01,fqhc
1548521164,121847,2023-11-01,2024-04-01,fqhc
1548528714,421971,2023-11-01,2024-04-01,fqhc
1548537830,321933,2023-11-01,2024-04-01,fqhc
1548538010,011008,2023-11-01,2024-04-01,fqhc
1548538911,751009,2024-01-05,2024-04-01,fqhc
1548542277,511013,2023-11-01,2024-04-01,fqhc
1548551997,751835,2023-11-01,2024-04-01,fqhc
1548568421,551133,2023-11-01,2024-04-01,fqhc
1548569924,061912,2023-11-01,2024-04-01,fqhc
1548571474,421973,2023-11-01,2024-04-01,fqhc
1548591753,451932,2023-11-01,2024-04-01,fqhc
1548610322,921949,2023-11-01,2024-04-01,fqhc
1548613409,061975,2023-11-01,2024-04-01,fqhc
1548622285,111059,2023-11-01,2024-04-01,fqhc
1548626005,311931,2023-11-01,2024-04-01,fqhc
1548629132,291851,2023-11-01,2024-04-01,fqhc
1548632508,491943,2023-11-01,2024-04-01,fqhc
1548634991,781849,2023-11-01,2024-04-01,fqhc
1548637093,441975,2023-11-01,2024-04-01,fqhc
1548643000,751890,2023-11-01,2024-04-01,fqhc
1548644594,291850,2023-11-01,2024-04-01,fqhc
1548647779,331195,2023-11-01,2024-04-01,fqhc
1548648801,751899,2023-11-01,2024-04-01,fqhc
1548659105,751903,2023-11-01,2024-04-01,fqhc
1548670128,741861,2023-11-01,2024-04-01,fqhc
1548677982,071955,2023-11-01,2024-04-01,fqhc
1548690332,031916,2023-11-01,2024-04-01,fqhc
1548697444,751031,2023-11-01,2024-04-01,fqhc
1548702624,741988,2023-11-01,2024-04-01,fqhc
1548706609,491953,2023-11-01,2024-04-01,fqhc
1548711120,251064,2023-11-01,2024-04-01,fqhc
1548711963,341057,2023-11-01,2024-04-01,fqhc
1548722853,191012,2023-11-01,2024-04-01,fqhc
1548726961,921166,2023-11-01,2024-04-01,fqhc
1548738719,261946,2024-01-05,2024-04-01,fqhc
1548745383,041946,2023-11-01,2024-04-01,fqhc
1548750573,111103,2023-11-01,2024-01-05,fqhc
1548750847,261162,2023-11-01,2024-01-05,fqhc
1548756265,291862,2023-11-01,2024-04-01,fqhc
1548757024,111093,2023-11-01,2024-04-01,fqhc
1548760119,071916,2023-11-01,2024-04-01,fqhc
1548768625,111087,2023-11-01,2024-04-01,fqhc
1548770076,B01046,2023-11-01,2024-04-01,fqhc
1548775570,031970,2023-11-01,2024-04-01,fqhc
1548777527,511150,2023-11-01,2024-04-01,fqhc
1548779465,151002,2023-11-01,2024-04-01,fqhc
1548786296,941037,2023-11-01,2024-04-01,fqhc
1548789050,921145,2023-11-01,2024-04-01,fqhc
1548794142,031015,2023-11-01,2024-04-01,fqhc
1548801939,451090,2023-11-01,2024-04-01,fqhc
1548803752,721830,2023-11-01,2024-04-01,fqhc
1548810955,931010,2023-11-01,2024-04-01,fqhc
1548817042,041960,2023-11-01,2024-04-01,fqhc
1548818537,181168,2023-11-01,2024-04-01,fqhc
1548818925,191023,2023-11-01,2024-04-01,fqhc
1548835150,931065,2023-11-01,2023-11-01,fqhc
1548840838,681878,2023-11-01,2024-04-01,fqhc
1548846926,011088,2023-11-01,2024-04-01,fqhc
1548861313,151087,2023-11-01,2024-04-01,fqhc
1548908080,671009,2023-11-01,2024-04-01,fqhc
1548909930,671020,2023-11-01,2024-04-01,fqhc
1548918600,A01133,2023-11-01,2024-04-01,fqhc
1548924764,231188,2023-11-01,2024-04-01,fqhc
1548927163,251125,2023-11-01,2024-04-01,fqhc
1548937667,721045,2023-11-01,2024-04-01,fqhc
1548937923,011086,2023-11-01,2024-04-01,fqhc
1548949852,041047,2024-04-01,2024-04-01,fqhc
1548960834,A01184,2023-11-01,2024-04-01,fqhc
1548962319,581010,2023-11-01,2024-04-01,fqhc
1548982689,B01075,2023-11-01,2024-04-01,fqhc
1548987597,B01077,2023-11-01,2024-04-01,fqhc
1548993942,261924,2024-01-05,2024-04-01,fqhc
1548994817,781087,2023-11-01,2024-04-01,fqhc
1548997976,261913,2023-11-01,2024-04-01,fqhc
1548997984,101128,2023-11-01,2024-04-01,fqhc
1548998347,331808,2023-11-01,2024-04-01,fqhc
1558003269,191103,2023-11-01,2024-04-01,fqhc
1558017319,411831,2023-11-01,2024-04-01,fqhc
1558023614,131019,2023-11-01,2024-04-01,fqhc
1558026328,251118,2023-11-01,2024-04-01,fqhc
1558029942,171912,2023-11-01,2024-04-01,fqhc
1558041244,491011,2023-11-01,2024-04-01,fqhc
1558052563,501032,2024-04-01,2024-04-01,fqhc
1558061812,671090,2023-11-01,2024-04-01,fqhc
1558068098,A01170,2023-11-01,2024-04-01,fqhc
1558070102,261926,2023-11-01,2024-04-01,fqhc
1558099523,781082,2023-11-01,2024-04-01,fqhc
1558308080,341823,2023-11-01,2024-04-01,fqhc
1558308825,031810,2024-01-05,2024-04-01,fqhc
1558310052,221876,2023-11-01,2024-04-01,fqhc
1558329797,671860,2023-11-01,2024-04-01,fqhc
1558335349,431802,2023-11-01,2024-04-01,fqhc
1558340968,161816,2023-11-01,2024-04-01,fqhc
1558355305,161802,2023-11-01,2024-04-01,fqhc
1558366757,071872,2023-11-01,2024-04-01,fqhc
1558366757,071873,2023-11-01,2024-04-01,fqhc
1558366757,071874,2023-11-01,2024-04-01,fqhc
1558366757,071875,2023-11-01,2024-04-01,fqhc
1558366823,051003,2023-11-01,2024-04-01,fqhc
1558387167,141034,2023-11-01,2024-04-01,fqhc
1558397067,751808,2023-11-01,2024-04-01,fqhc
1558410738,251817,2023-11-01,2024-04-01,fqhc
1558419275,191856,2023-11-01,2024-04-01,fqhc
1558445742,111899,2023-11-01,2024-04-01,fqhc
1558453860,051881,2023-11-01,2024-04-01,fqhc
1558454256,551902,2023-11-01,2024-04-01,fqhc
1558459164,231809,2023-11-01,2024-04-01,fqhc
1558469064,051004,2023-11-01,2024-04-01,fqhc
1558470567,231876,2023-11-01,2024-04-01,fqhc
1558479683,741978,2023-11-01,2024-04-01,fqhc
1558491043,051813,2023-11-01,2024-04-01,fqhc
1558506253,231939,2023-11-01,2024-04-01,fqhc
1558508671,441884,2023-11-01,2024-04-01,fqhc
1558515676,191841,2023-11-01,2024-04-01,fqhc
1558545269,491886,2023-11-01,2024-04-01,fqhc
1558563734,511932,2023-11-01,2024-04-01,fqhc
1558583856,121837,2023-11-01,2024-04-01,fqhc
1558584458,331843,2023-11-01,2024-04-01,fqhc
1558609628,441957,2023-11-01,2024-04-01,fqhc
1558611475,741813,2023-11-01,2024-04-01,fqhc
1558632570,751010,2023-11-01,2024-04-01,fqhc
1558638601,551176,2023-11-01,2024-04-01,fqhc
1558645333,671974,2023-11-01,2024-04-01,fqhc
1558650986,411842,2023-11-01,2024-04-01,fqhc
1558653741,491824,2023-11-01,2024-04-01,fqhc
1558654145,201893,2023-11-01,2024-04-01,fqhc
1558657650,531818,2023-11-01,2024-04-01,fqhc
1558664102,401827,2023-11-01,2024-04-01,fqhc
1558675488,671950,2023-11-01,2024-04-01,fqhc
1558688135,741866,2023-11-01,2024-04-01,fqhc
1558692558,181876,2023-11-01,2024-04-01,fqhc
1558693655,551074,2023-11-01,2024-04-01,fqhc
1558712422,261947,2023-11-01,2024-04-01,fqhc
1558714329,111045,2023-11-01,2024-04-01,fqhc
1558715201,741933,2023-11-01,2024-04-01,fqhc
1558720326,281839,2023-11-01,2024-04-01,fqhc
1558726786,751893,2023-11-01,2024-04-01,fqhc
1558727883,061969,2023-11-01,2024-04-01,fqhc
1558741264,171859,2023-11-01,2024-04-01,fqhc
1558752824,511059,2023-11-01,2024-04-01,fqhc
1558756536,A01112,2023-11-01,2024-04-01,fqhc
1558782888,041885,2023-11-01,2024-04-01,fqhc
1558792937,231014,2023-11-01,2024-04-01,fqhc
1558804070,071926,2024-01-05,2024-04-01,fqhc
1558816520,311933,2023-11-01,2024-04-01,fqhc
1558830182,171889,2023-11-01,2024-04-01,fqhc
1558848473,781147,2023-11-01,2024-04-01,fqhc
1558852947,921157,2023-11-01,2024-04-01,fqhc
1558875203,921195,2023-11-01,2024-04-01,fqhc
1558882720,391095,2023-11-01,2024-04-01,fqhc
1558886218,061978,2023-11-01,2024-04-01,fqhc
1558892992,211915,2023-11-01,2024-04-01,fqhc
1558903898,A01010,2023-11-01,2024-04-01,fqhc
1558918334,151059,2023-11-01,2024-04-01,fqhc
1558925339,191068,2023-11-01,2024-04-01,fqhc
1558928747,231158,2023-11-01,2024-04-01,fqhc
1558929018,251100,2023-11-01,2024-04-01,fqhc
1558931766,861838,2023-11-01,2024-04-01,fqhc
1558931915,441017,2023-11-01,2024-04-01,fqhc
1558934059,051048,2023-11-01,2024-04-01,fqhc
1558935940,501005,2023-11-01,2024-04-01,fqhc
1558940643,041983,2023-11-01,2024-04-01,fqhc
1558945931,191142,2023-11-01,2024-04-01,fqhc
1558946376,871021,2023-11-01,2024-04-01,fqhc
1558957662,451151,2023-11-01,2024-04-01,fqhc
1558984344,331199,2023-11-01,2024-04-01,fqhc
1558996421,731035,2023-11-01,2024-04-01,fqhc
1558996421,731923,2023-11-01,2024-04-01,fqhc
1558996421,731943,2023-11-01,2024-04-01,fqhc
1568004380,681065,2023-11-01,2024-04-01,fqhc
1568035590,731942,2023-11-01,2024-04-01,fqhc
1568037729,131037,2023-11-01,2024-04-01,fqhc
1568039915,151112,2023-11-01,2024-04-01,fqhc
1568055267,721878,2023-11-01,2024-04-01,fqhc
1568075638,451127,2023-11-01,2024-04-01,fqhc
1568089654,391186,2023-11-01,2024-04-01,fqhc
1568093037,451102,2023-11-01,2024-04-01,fqhc
1568095065,681178,2023-11-01,2024-04-01,fqhc
1568102432,B01058,2023-11-01,2024-04-01,fqhc
1568106201,191114,2023-11-01,2024-04-01,fqhc
1568106268,861959,2023-11-01,2024-04-01,fqhc
1568106458,491000,2023-11-01,2024-04-01,fqhc
1568120723,A01061,2023-11-01,2024-04-01,fqhc
1568125011,201940,2023-11-01,2024-04-01,fqhc
1568127058,581840,2023-11-01,2024-04-01,fqhc
1568128148,791170,2023-11-01,2024-04-01,fqhc
1568131647,861874,2023-11-01,2024-04-01,fqhc
1568173193,361815,2023-11-01,2024-04-01,fqhc
1568174837,921094,2023-11-01,2024-04-01,fqhc
1568174845,A01822,2024-04-01,2024-04-01,fqhc
1568181931,191124,2023-11-01,2024-04-01,fqhc
1568182046,A01827,2024-04-01,2024-04-01,fqhc
1568186153,511178,2023-11-01,2024-04-01,fqhc
1568189488,B01090,2023-11-01,2024-04-01,fqhc
1568191492,671013,2023-11-01,2024-04-01,fqhc
1568192458,151142,2023-11-01,2024-04-01,fqhc
1568199008,151183,2023-11-01,2024-04-01,fqhc
1568238517,041050,2024-04-01,2024-04-01,fqhc
1568401347,381908,2023-11-01,2024-04-01,fqhc
1568404838,191833,2023-11-01,2024-04-01,fqhc
1568404838,191892,2023-11-01,2024-01-05,fqhc
1568412237,301801,2023-11-01,2024-04-01,fqhc
1568412666,011904,2023-11-01,2024-04-01,fqhc
1568420800,671827,2023-11-01,2024-04-01,fqhc
1568435345,201814,2023-11-01,2024-04-01,fqhc
1568440287,101982,2023-11-01,2024-04-01,fqhc
1568449304,051024,2023-11-01,2024-04-01,fqhc
1568454130,141857,2023-11-01,2024-04-01,fqhc
1568455053,551823,2023-11-01,2024-04-01,fqhc
1568462372,441815,2023-11-01,2024-04-01,fqhc
1568473973,311804,2023-11-01,2024-04-01,fqhc
1568489359,361910,2023-11-01,2024-04-01,fqhc
1568497030,111850,2023-11-01,2024-04-01,fqhc
1568518611,331937,2023-11-01,2024-04-01,fqhc
1568519122,671848,2023-11-01,2024-04-01,fqhc
1568540557,751907,2023-11-01,2024-04-01,fqhc
1568541597,421825,2023-11-01,2024-04-01,fqhc
1568546570,381913,2023-11-01,2024-04-01,fqhc
1568555498,201872,2023-11-01,2024-04-01,fqhc
1568556363,551086,2023-11-01,2024-04-01,fqhc
1568557205,261839,2023-11-01,2024-04-01,fqhc
1568560308,231894,2023-11-01,2024-04-01,fqhc
1568567220,051046,2023-11-01,2024-04-01,fqhc
1568572568,311814,2023-11-01,2024-04-01,fqhc
1568591477,371859,2023-11-01,2024-04-01,fqhc
1568592426,491830,2023-11-01,2024-04-01,fqhc
1568598829,051016,2023-11-01,2024-04-01,fqhc
1568598829,751100,2023-11-01,2024-04-01,fqhc
1568602472,041868,2023-11-01,2024-04-01,fqhc
1568606051,141099,2023-11-01,2024-04-01,fqhc
1568621654,201839,2023-11-01,2024-04-01,fqhc
1568624849,381900,2023-11-01,2024-04-01,fqhc
1568625648,181872,2023-11-01,2024-04-01,fqhc
1568625648,181970,2023-11-01,2024-01-05,fqhc
1568625648,181971,2023-11-01,2024-04-01,fqhc
1568627941,061902,2023-11-01,2024-04-01,fqhc
1568632743,391104,2023-11-01,2024-04-01,fqhc
1568634327,171829,2023-11-01,2024-04-01,fqhc
1568644714,501911,2023-11-01,2024-04-01,fqhc
1568646560,361924,2023-11-01,2024-04-01,fqhc
1568647519,041867,2023-11-01,2024-04-01,fqhc
1568648376,391981,2023-11-01,2024-04-01,fqhc
1568672939,161841,2023-11-01,2024-04-01,fqhc
1568675858,521825,2023-11-01,2024-04-01,fqhc
1568701324,201914,2023-11-01,2024-04-01,fqhc
1568704583,421987,2023-11-01,2024-04-01,fqhc
1568710762,181893,2023-11-01,2024-04-01,fqhc
1568716090,271873,2023-11-01,2024-04-01,fqhc
1568719458,511002,2023-11-01,2024-04-01,fqhc
1568726214,741805,2023-11-01,2024-04-01,fqhc
1568731602,191884,2023-11-01,2024-04-01,fqhc
1568757946,201864,2023-11-01,2023-11-01,fqhc
1568784304,121840,2023-11-01,2024-04-01,fqhc
1568806297,111966,2023-11-01,2024-04-01,fqhc
1568818151,111053,2023-11-01,2024-04-01,fqhc
1568827210,751919,2023-11-01,2024-04-01,fqhc
1568828085,291853,2023-11-01,2024-04-01,fqhc
1568838738,491941,2023-11-01,2024-04-01,fqhc
1568838928,201917,2023-11-01,2024-04-01,fqhc
1568843050,171856,2023-11-01,2024-04-01,fqhc
1568844991,111017,2023-11-01,2024-04-01,fqhc
1568845741,751822,2023-11-01,2024-04-01,fqhc
1568846962,531823,2023-11-01,2024-04-01,fqhc
1568847952,331194,2023-11-01,2024-04-01,fqhc
1568856045,151946,2023-11-01,2024-04-01,fqhc
1568859130,421041,2023-11-01,2024-04-01,fqhc
1568868370,741885,2023-11-01,2024-04-01,fqhc
1568871143,751874,2023-11-01,2024-04-01,fqhc
1568881670,741877,2023-11-01,2024-04-01,fqhc
1568881688,061881,2023-11-01,2024-04-01,fqhc
1568883718,781809,2023-11-01,2023-11-01,fqhc
1568886000,461841,2023-11-01,2024-04-01,fqhc
1568892859,221921,2023-11-01,2024-04-01,fqhc
1568900595,741954,2023-11-01,2024-04-01,fqhc
1568907673,151979,2023-11-01,2024-04-01,fqhc
1568910156,131876,2023-11-01,2024-04-01,fqhc
1568910545,331086,2023-11-01,2024-04-01,fqhc
1568914521,341061,2023-11-01,2024-04-01,fqhc
1568931541,521868,2023-11-01,2024-04-01,fqhc
1568939205,921858,2023-11-01,2024-04-01,fqhc
1568944080,151022,2023-11-01,2024-04-01,fqhc
1568947737,171883,2023-11-01,2024-04-01,fqhc
1568961969,941039,2023-11-01,2024-04-01,fqhc
1568976991,371931,2023-11-01,2024-04-01,fqhc
1568978948,361163,2023-11-01,2024-04-01,fqhc
1578000345,381023,2024-01-05,2024-04-01,fqhc
1578010070,321964,2023-11-01,2024-04-01,fqhc
1578024196,391133,2023-11-01,2024-04-01,fqhc
1578025896,151048,2023-11-01,2024-04-01,fqhc
1578039418,571816,2023-11-01,2024-04-01,fqhc
1578043113,341145,2023-11-01,2024-04-01,fqhc
1578073706,511135,2023-11-01,2024-04-01,fqhc
1578079919,921970,2023-11-01,2024-04-01,fqhc
1578083234,361141,2023-11-01,2024-04-01,fqhc
1578112470,321969,2023-11-01,2024-04-01,fqhc
1578116729,151069,2023-11-01,2024-04-01,fqhc
1578128757,341118,2023-11-01,2024-04-01,fqhc
1578136834,A01152,2023-11-01,2024-04-01,fqhc
1578138046,721956,2023-11-01,2024-04-01,fqhc
1578141552,451162,2023-11-01,2024-04-01,fqhc
1578181061,391185,2023-11-01,2024-04-01,fqhc
1578185419,191043,2023-11-01,2024-04-01,fqhc
1578186144,A01115,2023-11-01,2024-04-01,fqhc
1578194049,151075,2023-11-01,2024-04-01,fqhc
1578198727,A01062,2023-11-01,2024-04-01,fqhc
1578201034,171914,2023-11-01,2024-04-01,fqhc
1578213740,A01078,2023-11-01,2024-04-01,fqhc
1578214615,041007,2023-11-01,2024-04-01,fqhc
1578219424,B61010,2024-01-05,2024-04-01,fqhc
1578221537,921049,2023-11-01,2024-04-01,fqhc
1578235131,451163,2023-11-01,2024-04-01,fqhc
1578235735,151123,2023-11-01,2024-04-01,fqhc
1578240503,691187,2023-11-01,2024-04-01,fqhc
1578243762,161016,2023-11-01,2024-04-01,fqhc
1578244687,D21019,2024-01-05,2024-04-01,fqhc
1578264362,031035,2024-04-01,2024-04-01,fqhc
1578265302,671081,2023-11-01,2024-04-01,fqhc
1578278693,261857,2023-11-01,2024-04-01,fqhc
1578282372,041015,2023-11-01,2024-04-01,fqhc
1578283693,041023,2023-11-01,2024-04-01,fqhc
1578288411,121004,2023-11-01,2024-04-01,fqhc
1578293452,151141,2023-11-01,2024-04-01,fqhc
1578348736,C41015,2024-04-01,2024-04-01,fqhc
1578534871,341824,2023-11-01,2024-04-01,fqhc
1578535845,921003,2023-11-01,2024-04-01,fqhc
1578539979,061002,2023-11-01,2024-04-01,fqhc
1578552543,051833,2023-11-01,2024-04-01,fqhc
1578560090,141983,2023-11-01,2024-04-01,fqhc
1578570982,261801,2023-11-01,2024-04-01,fqhc
1578573085,101918,2023-11-01,2024-04-01,fqhc
1578574521,131821,2023-11-01,2024-04-01,fqhc
1578586244,401842,2023-11-01,2024-04-01,fqhc
1578588406,451801,2023-11-01,2024-04-01,fqhc
1578594107,101805,2023-11-01,2024-04-01,fqhc
1578599072,101957,2023-11-01,2024-04-01,fqhc
1578604369,921000,2023-11-01,2024-04-01,fqhc
1578610911,501826,2023-11-01,2024-04-01,fqhc
1578612412,331836,2023-11-01,2024-04-01,fqhc
1578612883,681115,2023-11-01,2024-04-01,fqhc
1578625125,011878,2023-11-01,2024-04-01,fqhc
1578631172,051087,2023-11-01,2024-04-01,fqhc
1578659942,421895,2023-11-01,2024-04-01,fqhc
1578672846,431825,2023-11-01,2024-04-01,fqhc
1578680310,751075,2023-11-01,2024-04-01,fqhc
1578687851,311813,2023-11-01,2024-04-01,fqhc
1578695904,391894,2023-11-01,2024-04-01,fqhc
1578696910,491863,2023-11-01,2024-04-01,fqhc
1578719886,341068,2023-11-01,2024-04-01,fqhc
1578726790,221802,2023-11-01,2024-04-01,fqhc
1578729380,551807,2023-11-01,2024-04-01,fqhc
1578730818,671934,2023-11-01,2024-04-01,fqhc
1578744900,251899,2023-11-01,2024-04-01,fqhc
1578753703,161844,2023-11-01,2024-04-01,fqhc
1578763207,751011,2023-11-01,2024-04-01,fqhc
1578774477,181862,2023-11-01,2024-04-01,fqhc
1578775631,501905,2023-11-01,2024-04-01,fqhc
1578795894,111940,2023-11-01,2024-04-01,fqhc
1578803425,751127,2023-11-01,2024-04-01,fqhc
1578808200,751081,2023-11-01,2024-04-01,fqhc
1578810883,331177,2023-11-01,2024-04-01,fqhc
1578811774,181900,2023-11-01,2024-04-01,fqhc
1578811857,511986,2023-11-01,2024-04-01,fqhc
1578816815,671132,2024-04-01,2024-04-01,fqhc
1578821005,141192,2023-11-01,2024-04-01,fqhc
1578821005,C41006,2023-11-01,2024-04-01,fqhc
1578821005,C41014,2024-04-01,2024-04-01,fqhc
1578823647,751037,2023-11-01,2024-04-01,fqhc
1578827507,341985,2023-11-01,2024-04-01,fqhc
1578828489,441928,2023-11-01,2024-04-01,fqhc
1578834164,551121,2023-11-01,2024-04-01,fqhc
1578854287,301825,2023-11-01,2024-04-01,fqhc
1578862983,061911,2023-11-01,2024-04-01,fqhc
1578874806,671986,2023-11-01,2024-04-01,fqhc
1578889622,041873,2023-11-01,2024-04-01,fqhc
1578921763,441973,2023-11-01,2024-04-01,fqhc
1578922787,031938,2023-11-01,2024-04-01,fqhc
1578928826,681078,2023-11-01,2024-04-01,fqhc
1578929105,191948,2023-11-01,2024-04-01,fqhc
1578936696,781846,2023-11-01,2024-04-01,fqhc
1578942363,111010,2023-11-01,2024-04-01,fqhc
1578947107,191071,2023-11-01,2024-04-01,fqhc
1578949038,681027,2023-11-01,2024-04-01,fqhc
1578963773,331133,2023-11-01,2024-04-01,fqhc
1578985453,361044,2023-11-01,2024-04-01,fqhc
1578986006,191919,2023-11-01,2024-04-01,fqhc
1588046791,381969,2023-11-01,2024-04-01,fqhc
1588053938,421050,2023-11-01,2024-04-01,fqhc
1588058069,181964,2023-11-01,2024-04-01,fqhc
1588080956,061960,2023-11-01,2024-04-01,fqhc
1588085989,361055,2023-11-01,2024-04-01,fqhc
1588086060,101175,2023-11-01,2024-04-01,fqhc
1588086771,751129,2023-11-01,2024-04-01,fqhc
1588088025,111983,2023-11-01,2024-04-01,fqhc
1588105316,211916,2023-11-01,2024-04-01,fqhc
1588109185,681094,2023-11-01,2024-04-01,fqhc
1588117147,361188,2023-11-01,2024-04-01,fqhc
1588122691,571180,2023-11-01,2024-04-01,fqhc
1588137376,231139,2023-11-01,2024-04-01,fqhc
1588151872,361177,2023-11-01,2024-04-01,fqhc
1588160089,161877,2023-11-01,2024-04-01,fqhc
1588187504,181057,2023-11-01,2024-04-01,fqhc
1588231021,931039,2023-11-01,2023-11-01,fqhc
1588238323,C71004,2023-11-01,2024-04-01,fqhc
1588238760,251146,2023-11-01,2024-04-01,fqhc
1588239040,151103,2023-11-01,2024-04-01,fqhc
1588252027,A01066,2023-11-01,2024-04-01,fqhc
1588285076,391187,2023-11-01,2024-04-01,fqhc
1588301899,151145,2023-11-01,2024-04-01,fqhc
1588303721,851175,2023-11-01,2024-04-01,fqhc
1588311492,491002,2023-11-01,2024-04-01,fqhc
1588326029,721032,2023-11-01,2024-04-01,fqhc
1588326912,151144,2023-11-01,2024-04-01,fqhc
1588347546,C51006,2024-01-05,2024-04-01,fqhc
1588350904,A01193,2023-11-01,2024-04-01,fqhc
1588351407,371008,2023-11-01,2024-04-01,fqhc
1588356232,041032,2023-11-01,2024-04-01,fqhc
1588375653,421089,2023-11-01,2024-04-01,fqhc
1588381404,B01096,2023-11-01,2024-04-01,fqhc
1588606305,211819,2023-11-01,2024-04-01,fqhc
1588606370,181837,2023-11-01,2024-04-01,fqhc
1588615959,011880,2023-11-01,2024-04-01,fqhc
1588616742,221849,2023-11-01,2024-04-01,fqhc
1588617955,051198,2023-11-01,2024-04-01,fqhc
1588618441,421838,2023-11-01,2024-04-01,fqhc
1588639736,521815,2023-11-01,2024-04-01,fqhc
1588646491,041850,2023-11-01,2024-04-01,fqhc
1588649503,571016,2023-11-01,2024-04-01,fqhc
1588649503,571018,2023-11-01,2024-04-01,fqhc
1588649503,571019,2023-11-01,2024-04-01,fqhc
1588649503,571020,2023-11-01,2024-04-01,fqhc
1588649503,571048,2023-11-01,2024-04-01,fqhc
1588649503,571829,2023-11-01,2024-04-01,fqhc
1588656268,551879,2023-11-01,2024-04-01,fqhc
1588660104,051167,2023-11-01,2024-04-01,fqhc
1588662027,451864,2023-11-01,2024-04-01,fqhc
1588666945,131815,2023-11-01,2024-04-01,fqhc
